id,context
837,"Please note that I haven't seen the film since I discovered it in 2007, and my town is smaller and doesn't carry it. However, I really want to say something about it. I'm actually doing research for university on the title character Richard Maurice Bucke and would like to point out that the person they based the main character on was in reality completely different!!!"
838,"This was a complete disappointment. The acting isn't bad, but the production was just so bad that at times I felt I needed to stop it, but I sadly made it through and was able to finish it a bit embarrassed by the whole poor movie. It is o.k."
839,"I tried twice to get through this film, succeeding the first time - and it was like pulling teeth - and failing the second time despite a great DVD transfer. The problem? It's simply too boring."
840,"Every movie from the thirties is dated, but if you were to watch only John Ford movies it would seem more dated than if you watched others. i.e. Grand Hotel is comparatively modern melodrama."
841,"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal...... And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country...... But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting."
842,"As a Dane I'm proud of the handful of good Danish movies that have been produced in recent years. It's a terrible shame, however, that this surge in quality has led the majority of Danish movie critics to lose their sense of criticism. In fact, it has become so bad that I no longer trust any reviews of Danish movies, and as a result I have stopped watching them in theaters."
843,"I have seen romantic comedies and this is one of the easiest/worst attempts at one. A lot of the scenes work in a plug-and-play manner inserted strictly to conform to the romantic-comedy genre. Usually this is okay because we're dealing with a genre, but the challenge generally resides in making it original, new and inventive."
844,"The point of the vastly extended preparatory phase of this Star is Born story seems to be to make ultimate success all the more sublime. Summer Phoenix is very effective as an inarticulate young woman imprisoned within herself but never convincing as the stage actress of growing fame who both overcomes and profits from this detachment. Even in the lengthy scenes of Esther's acting lessons, we never see her carry out the teacher's instructions."
845,"A shame that even a talented director, Desplechin, could not muster a decent performance out of a bleakly-talented actress, Phoenix, Esther Kahn lacks the substance to convey a very concise and clear plot. In an attempt to fulfill the concentric circle of an actor's plight, the performance and presentation is too contrived and poorly executed to draw any compassion from the viewer. In an overly long running time, the redundancy of Esther's struggle is too melodramatic to be effective and reduces the storyline into a frail frame of a disastrous display."
846,Overlong drama that isn't capable of making any real point. So she became an actress - so what? She learned to love - big deal.
847,"I've seen this film because I had do (my job includes seeing movies of all kinds). I couldn't stop thinking ""who gave money to make such an awful film and also submit it to Cannes Festival!"" It wasn't only boring, the actors were awful as well."
848,"This movie was one of the worst I've ever seen. Pure drivel. How anyone could develop a connection with the heroine, or have empathy for her, is beyond me."
849,Boring and appallingly acted(Summer Pheonix). She sounded more Asian than Jewish. Some of the scenes and costumes looked more mid 20th century than late 19th century.
850,"I rented this thinking it might be interesting, and it might have been an interesting story except that is was told in such an uninteresting manner. Hard to follow, strange editing, disjointed storyline, the characters mumble, all in all a dreadfully dull waste of time. I just couldn't get into it and didn't care what happened to the characters - not even Ian Holm could save this film."
851,"I went to school with Jeremy Earl, that is how I heard of this movie, I don't really know if it was in the theater's at all. I don't recall the name. I have seen it, it is like one of those after school specials."
852,"The opening shot was the best thing about this movie, because it gave you hope that you would be seeing a passionate, well-crafted independent film. Damn that opening shot for filling me hope. As the ""film"" progressed in a slow, plodding manner, my thoughts were varied in relation to this ""film"": Was there too much butter in my popcorn?"
853,"I didn't know it was possible to release a movie this bad. The labeling sounded so promising, but you would think that with a cast of 20, at least one of them would be able to act. My wife left me and went to bed after the first 20 minutes."
854,"The acting is some of the worst I've ever seen, the characters are totally unconvincing. This could be overlooked to some extent if the plot was interesting, which the plot to ""The Prodigy"" was not. It's sort of a bad mix between ""Fresh"" and ""Animal House"", except that both of those movies were good."
855,"Within the first few minutes of this Dutch thriller, we learn that Krabbe is a gay alcoholic writer who sleeps sans underwear, fantasizes about murdering his roommate, tries to steal a magazine from a news stand, and lusts after a studly young man he meets at the train station. And he's the hero of this nonsensical movie that is all dressed up (except for Krabbe in at least one scene too many) but has nowhere to go. The basic plot is very simple but is dragged out to nearly two hours before reaching a pointless conclusion."
856,"I saw this movie in my international cinema class and was grossed out from get go. This movie is nothing but one scene of blatant shock value after the next. The 4th Man is about an alcoholic writer named Reve, who has visions of his in-pending danger."
857,"Even if this film was allegedly a joke in response to critics it's still an awful film. If one is going to commit to that sort of thing at least make it a good joke.....first off, Jeroen Krabbé is i guess the poor man's Gerard Depardieu.....naturally i hate Gerard Depardieu even though he was very funny in the 'Iron Mask' three musketeer one. Otherwise to me he is box office poison and Jeroen Krabbé is worse than that."
858,I was really horrified by this eerie movie. What an unusual dark atmosphere. And such a creepy musical score.
859,"I don't know what this movie is about, really. It's like a student's art school project. They never say why the world is dark, but it is always darkness except for seconds a day."
860,"This movie appears to have been an on the job training exercise for the Coppola family. It doesn't seem to know whether to be an ""A"" or a ""B"" western. I mean, the hero is called Hopalong Cassidy for God's sake."
861,"We saw this on the shelf at the local video store, saw ""Coppola"" in the credits and got excited. That was the one and only time this movie raised any interest. I could never quite work out if it was an attempt at a humourous film that failed miserably, or an attempt at a serious film that failed miserably."
862,"In this day and age of incredible special movie effects, this one was a sore disappointment. The actors seemed stiff and uninspired, as was the dialogue. Westerns are not common fare for Hollywood so much these days, but movies like ""Silverado"" prove that somebody out there still knows how to make a good one."
863,"Hopalong Cassidy with a horse who is not white & not named Topper? Go figure! This travesty does a gross injustice to the greatest of all cowboy heroes, Hopalong Cassidy."
864,"I enjoy watching western films but this movie takes the biscuit. The script and dialogue is laughable. The acting was awful, where did they get them from?"
865,"The closing song by Johnny Rivers was the only great thing about this movie. Unfortunately that is all the positive I can say about this western movie. I have to write 8 more lines for my comments to be posted, but there is more than 8 lines of awful in this western."
866,"One hour, eight minutes and twelve seconds into this flick and I decided it was pretty lame. That was right after Hopalong (Chris Lybbert) drops on his horse from a tree to rejoin the good guy posse. I was pretty mystified by the whole Hopalong Cassidy/Great Bar 20 gimmick which didn't translate into anything at all."
867,"This is almost certainly the worst Western I've ever seen. The story follows a formula that is especially common to Westerns and martial arts films -- hero learns that family/friends have been murdered, so hero sets out to exact revenge, foils the ineffective lawman, rescues the kidnapped loving damsel, and murders the expert arch-nemesis in a brutal duel. This formula has often been successful -- otherwise it wouldn't be a formula -- but Gunfighter is the most sophomoric execution of it you'll ever see."
868,"A dreary and pointless bit of fluff (bloody fluff, but fluff). Badly scripted, with inane and wooden dialogue. You do not care if the characters (indeed, even if the actors themselves) live or die."
869,"I read the back of the box and it talked about Mary Shelley and Percy Shelley and Lord Byron. I thought, ""wonderful! This will be great!"""
870,"Don't waste your time on this dreck. As portrayed, the characters have no redeeming values and watching them interact is sheer torture. ""Gothic"" was entertainment at least, this is crap."
871,"Oh my. How can they make movies of such beauty, but that are so terribly bad. I mean, even Uwe Boll doesn't make crap like this."
872,"This is one of the worst-written movies I've ever had to sit through. The story's nothing new -- but it's a cartoon, so who cares, as long as it's pretty and fun? I'm not going to go as deep as the characterisations, or I'll be here all day (except to say that there aren't any; the characters change personality whenever it's convenient to the plot), but whoever wrote the script and visual direction should be forbidden access to so much as pencil and paper."
873,"As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed."
874,"First off, I must admit that both films I've seen by this director I saw without titles and so may have missed the points. My Czech isn't bad but, having sat through two of his films, I wish I hadn't even tried to learn. Samotari is too cool."
875,"This bogus journey never comes close to matching the wit and craziness of the excellent adventure these guys took in their first movie. This installment tries to veer away from its prequel to capture some new blood out of the joke, but it takes a wrong turn and journeys nowhere interesting or funny. There's almost a half-hour wasted on showing the guys doing a rock concert (and lots of people watching on ""free TV""--since when does that happen?)"
876,"Since most review's of this film are of screening's seen decade's ago I'd like to add a more recent one, the film open's with stock footage of B-17's bombing Germany, the film cut's to Oskar Werner's Hauptmann (captain) Wust character and his aide running for cover while making their way to Hitler's Fuehrer Bunker, once inside, they are debriefed by bunker staff personnel."
877,I was shocked by the ridiculously unbelievable plot of Tigerland. It was a liberal's fantasy of how the military should be. The dialogue was difficult to swallow along with the silly things Colin Farrell's character was allowed to get away with by his superior officers.
878,I got this movie in the $5 bin at walmart. I would not recommend watching this move. I might give it to one of my friends if I am angry at them and want them to suffer for 2 hours.
879,"I realise that the US Army was demoralised by 1971, but this film was unbelievable. It was supposed to be a training camp not the SS punishment battalion in a Sven Hassell novel. The writer must be a real Army hater."
880,"While some scenes of training were realistic, too many of them depicted military instructors as ex-Nazi types. Obviously, the people who wrote the screen play were either anti-military types or writing a film for that audience. I am a Viet Nam vet and, even during this period, military instructors who behaved in the manner some of these did would probably still be serving time in military prison."
881,"I watched this a few days ago, so details are getting hazy. The film is shot on hand-held cameras, and a lot was made of this at the time it was released originally, since we hadn't had many studio pictures made in this way. I can't help but feel this was more of a gimmick than anything, designed to make the audience think that what we are seeing on the screen hasn't had all the compromises that come with a big budget, and so was more ""real""."
882,"Hard to describe this one -- if you were a fan of Russ Meyer films back in the day, you will surely be pleased to see that Haji is still looking really hot, though Forry Ackerman has not fared so well (what is he doing still making these movies anyway? If I go up to him with a camera will he be in my movie?). It was a pretty fun premise -- a superhero whose giant mammaries are her secret weapon -- but sometimes it did not pan out for the whole length, and the jokes were on a level with your average Joe E. Brown comedy (or, Abbott and Costello if that's your thing) -- basically just bad puns."
883,"Kitten Natividad, of Russ Meyer film fame, plays Chastity Knott, a woman who has found she has breast cancer, so she goes to South America to get some special fruit (Crockazilla?) that is supposed to have healing powers. After going down on some of this fruit (which appears to be plastic bananas on stalks) Chastity is endowed with some mystical magical powers that makes her a super-hero, specifically, The Double D Avenger."
884,"Well, I suppose the good news concerning William Winckler's 2001 opus, ""The Double-D Avenger,"" is that it manages to unite three of Russ Meyer's mammarian marvels--Kitten Natividad, Haji and Raven de la Croix--in one picture. (I can only assume that Lorna Maitland, Tura Satana and Babette Bardot were busy the week they shot this thing...or else managed to see a copy of the script in advance!) The bad news, though (and there's plenty of it), is that this film--if it can even be called that, having been shot straight to video--is a complete misfire, a total abortion, an out-and-out atrocity, an absolute abomination, and truly one of the worst pictures that I have ever seen."
885,Dreary. Schlocky. Just plain dreadful and awful.
886,"this was the most pointless film i have ever seen as there was no plot and the actors did not seem to care. 90% of the film had absolutely no plot whatsoever, i laughed so much my ribs began to ache. the bit where the old men when to capture Robert Duvall was ludicrous."
887,"What's up with Robert ""Pretentious"" Altman? Was he saving on lighting? Everything was so dark in this boring movie that it was laughable."
888,Rarely have I witnessed such a gratuitous waste of talent. There is almost nothing constructive to be said about this hopeless swamp of a film. What few interesting strands the film seems to promise initially turn out to be little more than red herrings.
889,"This is one of the worst movies I have ever seen. While featuring good actors the movie doesn't live up to the expectations. The most dramatic thing about this movie is the music, which pretty much sums up the movie: compensating for a bad and confusing storyline by having known-good actors, loud and dramatic music."
890,"In spite of its impressive cast and crew pedigree Gingerbread Man crumbles early and often. The plot is unrealistically convoluted, the actors sport bad accents and director Robert Altman's participation amounts to collecting a pay check. Once again he has assembled an impressive cast (Like Woody Allen, everyone wants to work with Altman)that this time around to the letter is miscast."
891,"Did anyone who was making this movie, particularly the director, spare a thought for the logic of the story-line? These are not mere plot-holes, but plot graves, that become ever deeper as we lose any sympathy for the main character and his plight. That is, if you are kind enough a viewer to valiantly ignore the fact for most of the movie that the characters are either servants to the grave-hole plot, or boring and unlikeable."
892,"I rented this DVD for two reasons. A cast of great actors, and the director, even though Robert Altman can be hit or miss. In this case, it was a big miss."
893,"This movie is like real life, by which I mean - not a lot happens in the available 2 hours or so, and not much game plan or plot is evidenced by the frequently invisible cast (their invisibility being due to the ""experimental"" lighting as mentioned by many reviewers). A big bore. No big surprise that Altman helms this - he is a very variable performer (yes we all loved ""Gosford Park"", but ""Pret A Porter"" anyone?"
894,"I think I've seen all of the Grisham movies now and generally they're all very poor, except for The Rainmaker, but this one is so bad it's unbelievable WARNING SPOILERISH It's one of those movies where the character does the stupid irrational things that no one would ever do. He's a lawyer for Christ's sake. Why when his children go missing does he not call the Police."
895,"There is not a single sympathetic character in this entire movie. Is it the lawyer played by Kenneth Branagh that we're supposed to be pulling for? Well, let's see -- we learn he's a sleazebag defense attorney who gets criminals off on technicalities."
896,"How a director of Altman's experience could ever expect us to want to spend time with, or to care about what happens to, a lead character who is neurotic, a whiner, a jerk with no redeeming qualities -- that is the central puzzle about this profoundly confused piece of work. A monstrous piece of trash. In addition to this crippling flaw, the plot line requires serious concentration to follow."
897,"I feel like I'm the only kid in town who was annoyed by Branagh's performance. He is a fine actor by most accounts, but he simply could not pull off the Southern accent. I mean, it was deplorable."
898,"Divorced lawyer Rick Magruder (Branagh) stumbles drunk out of a party hosted by his firm one night and has a chance meeting with a woman named Mallory Doss (Davidtz), who was a waitress at the party and seems to have lost her car. Rick drives the woman to her home and there they discover that her car has been already parked there, seemingly by her father, Dixon Doss (Duvall). Rick and Mallory walk into the house arguing about the situation when Mallory carelessly undresses in front of Rick, and he then spends the night with her."
899,"Have you ever heard the saying that people ""telegraph their intentions?"" Well in this movie, the characters' actions do more than telegraph future plans -- they show up at your house drunk and buffet you about the head. This could be forgiven if the setting had been used better, or if the characters were more charismatic or nuanced."
900,This was one of the worst movies I have ever seen. Branaugh seemed to have so much trouble remembering his accent that he couldn't deliver his lines. The plot was definitely not worthy of John Grisham's name.
901,The only thing remarkable about this movie? is that all the actors could bomb at the same time. Idiocy.
902,"I should never have started this film, and stopped watching after 3/4's. I missed the really botched ending. This film was a disappointment because it could have been so much better."
903,"I can't believe that so much talent can be wasted in one movie! The Gingerbread Man starts of on the right foot, and manages to build up some great expectations for the ending. But at some point the movie turns into one of the worst stories I've ever wasted my time on."
904,"The first hour of the movie was boring as hell. There is no suspense, no action, not even a plot. The movie went no where."
905,"A very weak movie, mainly because of a poor story, but also poor acting in the case of Robert Downey Jr., and irrational behaviour by many of the characters. If you are someone who likes to switch your mind off and simply watch a movie for it's creativity or acting criteria, then you may like this movie. Personally I can't do that with a drama and found this too far-fetched."
906,"I have seen some bad movies (Austin Powers - The Spy Who Shagged Me, Batman Forever), but this film is so awful, so BORING, that I got about half way through and could not bear watching the rest. A pity. Boasting talent such as Kenneth Branagh, Embeth Davitz and Robert Duvall and a story by John Grisham, what went wrong?"
907,"I saw this movie at the AFI Dallas festival. Most of the audience, including my wife, enjoyed this comedy-drama, but I didn't. It stars Lucas Haas (Brick, Alpha Dog), Molly Parker (Kissed, The Five Senses, Hollywoodland) and Adam Scott (First Snow, Art School Confidential)."
908,"My wife and I just finished this movie and I came onto to IMDb to commiserate with the reviewers that found this movie less than satisfactory. However, of the 10 pages of reviews, only a handful are negative. I feel that this movie is a great concept gone horribly awry and I want to warn those who are looking to watch the movie into the future."
909,"Only a handful of the segments are engaging here. A segment with a garage attendant from Nigeria is heartbreaking. One with Fanny Ardent & Bob Hoskins makes its point, twist by twist until the final shot overplays things."
910,"I saw ""Paris Je T'Aime"" because a friend really wanted to see it so I went along with him. Going in, I was indifferent about the film but leaving the theater I really regretted wasting 2 hours of my life sitting through this tepid production. The ""stories"" are almost completely forgettable except for the fact that most of them were awful."
911,"Based upon the recommendation of a friend, my wife and I invited another couple to this film. I really apologized to them--all 4 of us hated it and spent the whole time looking at our watches waiting for the film to finally end. Half the vignettes are bizarre, with very little entertainment value."
912,"be warned: this movie tells lots of love stories without any coherence. The only intention of this movie seems to be showing love in many different ways. Each story has only a few minutes, so there is no development of characters and nearly no plot."
913,"The idea is nice. Bringing so many stars in one movie is great. But.... too many stories, too short and lacking really any sense."
914,"Ouch! This one was a bit painful to sit through. It has a cute and amusing premise, but it all goes to hell from there."
915,"In its depiction of a miserable Milanese underclass, this film was probably quite revealing in its day. However, I get the feeling that neorealism was never really director De Sica's bag, since here he decided to try and create some sort of modern fable centring around a boy that had been found in a cabbage patch by an old dear in the country. After spending most of his childhood in an orphanage, Toto ends up living in a shantytown in Milan."
916,"OK, so it was written in 1996, before 9/11, so you can give it a little credit for worrying about terrorists and the idea that the CIA director makes a plot to blow this doomed plane out of the sky before it brings doom to the world, is prescient. That's it. That's the good stuff."
917,"I watched this movie last night and already I am struggling to recollect very much about it. The story is about a group of criminals who escape from a space penal colony. They fly to the Moon in a space-age dustbin carrier; when there, they terrorise the dustbin men who work on the Moonbase."
918,"No Fireworks Despite Violent Action. Science fiction films that reflect quality are scarce indeed, largely because transposal of imaginative themes from the genre to the screen too often falls short of effective execution as a result of insufficient funding or inadequate invention, and unfortunately for its producers, this work is lacking on both counts, woefully so in the case of the latter. With essentially no budget with which to operate, it is a grave mistake to attempt the depiction of such a gamut of events as those within this scenario and, in particular, special effects of space opera warfare which appear only clownish, while seeds from the scriptors' imagination lie fallow due to some of the most fatuous misunderstanding of basic scientific principles to be found."
919,"I'm sorry, I had high hopes for this movie. Unfortunately, it was too long, too thin and too weak to hold my attention. When I realized the whole movie was indeed only about an older guy reliving his dream, I felt cheated."
920,"Diana Guzman is an angry young woman. Surviving an unrelenting series of disappointments and traumas, she takes her anger out on the closest targets. When she sees violence transformed and focused by discipline in a rundown boxing club, she knows she's found her home."
921,"*Spoiler warning* First of all I rated this movie 2 out of 10. The idea is good, but there are too many stupid errors in the movie, failing to make it the psyching drama that it might have been. First of all she never fights alone."
922,"Rural family drama--with perhaps a nod to ""Ordinary People""--concerns a young boy who withdraws into himself after fatally wounding his older brother in a shooting mishap. Despite downbeat subject matter (given mercilessly glum treatment by director Christopher Cain), there are some dynamics in this sad story worth exploring. Unfortunately, the isolated farming atmosphere and the reluctance of the adult characters to take charge of the situation render the film a stultifying experience."
923,"Bizarre take on the Cinderella tale. Terribly poor script, but Kathleen Turner turns in a pretty decent evil step-mother performance. Visually stunning in some parts, but that's about it."
924,*****THIS REVIEW MAY HAVE SPOILERS - but that determination would be negligible in such a classic and well-known story***** The CINDERELLA story ranks as my favorite fairy tale. The world will never have enough of this wonderful tale. The problem is that everyone wants to tell their own version of the tale.
925,"Though Frank Loesser's songs are some of the finest that Broadway has to offer, they're bollixed by Joseph L. Mankiewicz' lethargic staging and uninspired presentation--when it's over it barely feels like you've watched a musical. Mankiewicz doesn't seem to know how to present Loesser's challenging but tuneful melodies for maximum effect: for example, one of the best numbers, the showstopping `Adelaide's Lament', concludes by having Adelaide (Vivian Blaine) belt out the finale while sitting on a chaise lounge; and Stubby Kaye's faux-spiritual `Sit Down, You're Rockin' The Boat' has his backing choir sitting in folding chairs while he simply stands there. Mankiewicz zaps all the fun out of everything by letting static scenes go on too long and his dialogue (adapted from Abe Burrows' stage book) has none of the wit that his films like `All About Eve' have."
926,"Nathan Detroit runs illegal craps games for high rollers in NYC, but the heat is on and he can't find a secure location. He bets chronic gambler Sky Masterson that Sky can't make a prim missionary, Sarah Brown, go out to dinner with him. Sky takes up the challenge, but both men have some surprises in store  This is one of those expensive fifties MGM musicals in splashy colour, with big sets, loud music, larger-than-life roles and performances to match; Broadway photographed for the big screen if you like that sort of thing, which I don't."
927,"This movie has a very Broadway feel - the backdrop, the acting, the 'noise'- and yet that's all it has. Some 'sense' of a Broadway without the bang. The movie is slow-paced, the picture disjointed, the singing 'pops up' on you so that you suddenly are reminded it's a musical."
928,"Raising Victor Vargas: A Review You know, Raising Victor Vargas is like sticking your hands into a big, steaming bowl of oatmeal. It's warm and gooey, but you're not sure if it feels right. Try as I might, no matter how warm and gooey Raising Victor Vargas became I was always aware that something didn't quite feel right."
929,"Someone will have to explain to me why every film that features poor people and adopts a pseudo-gritty look is somehow seen as ""realistic"" by some people. I didn't see anything realistic about the characters (although the actors did their best with really bad parts) or the situations. Instead, I saw a forced, self-conscious effort at being ""edgy"", ""gritty"" and ""down and dirty""."
930,".... this movie basks too much in its own innocence. It doesn't tell a story; it's more a big time snooze fest. While the actors are all personable, the story is so trite and goes nowhere."
931,"Raising Victor Vargas fails terribly in what it tries most to be: being real. Unfortunately, there is no reality to this film. The characters and situations feel completely artificial and fake."
932,"""Raising Victor Vargas"" is one of those light, family movies that you can watch and do the N.Y. Times crossword puzzle at the same time. And if you want to go to the kitchen for a taco and a Corona, you don't have to ""Pause"" the DVD. Just let it roll, 'cause you won't be missing anything really important."
933,"What a bad, bad film!!! I can't believe all the hype that has been lavished on this pretentious, amateurish excuse for a real movie!! I left the theater before the end, stunned by how bad the direction and camera-work of that movie were!!"
934,"First of all, write the script on a napkin. Who needs more than that? After all we're not a Hollywood film."
935,"How many more of those fake ""slice of life"" movies need to be made? Hopefully not too many. Raising Victor Vargas is a very self-conscious attempt by the director Peter Solett at garnering the attention of Hollywood."
936,"I can't believe this movie managed to get such a relatively high rating of 6! It is barely watchable and unbelievably boring, certainly one of the worst films I have seen in a long, long time. In a no-budget way, it reminded me of Star Wars Episodes I and II for the sheer impression that you are watching a total creative train wreck."
937,"This ""film"" is one of the most dreadful things I have ever seen. Please do yourselves a favor and avoid this incompetent concoction. Shaking the camera and having your actors adopt scowls does not count as ""direction"", which this film needed in droves."
938,"Raising victor Vargas is just a bad film. No amount of denial or ad-dollar supported publicity with change this sad fact. Maybe Peter Sollett saw he didn't have the money to do the movie he wanted to make and decided to take the easy way out by making a bad film that cynically apes the tenets of current ""edgy film-making""."
939,"That this poor excuse for an amateur hour showcase was heralded at Sundance is a great example of what is wrong with most indie filmmakers these days. First of all, there is such a thing as the art of cinematography. Just picking up a 16mm camera and pointing it at whomever has a line does not make for a real movie."
940,Ho-hum. An inventor's(Horst Buchholz)deadly biological weapon is in danger of falling into the wrong hands. Unknowingly his son(Luke Perry)has been working on the antedote all along.
941,"Horrible acting, horrible cast and cheap props. Would've been a lot better if was set as an action parody style movie. What a waste."
942,"After the success of Scooby-Doo, Where are You, they decided to give Scooby and Shaggy their own show. But unfortunately, they added a new character that spoilt Scooby-Doo success forever. They invented a new show with a new title, Scooby and Scrappy-Doo."
943,"I grew up on Scooby Doo Where Are You, and I still love it. It is one of my favourite cartoons along with Darkwing Duck, Talespin, Peter Pan and the Pirates and Tom and Jerry. This show though is good for kids, the voices are good(Don Messick and Casey Kasem are perfect as Scooby and Shaggy), the theme tune is tolerable and it has some nice animation."
944,"While I have never been a fan of the original Scooby-Doo (due to its horrid production values), it appears like Shakespeare compared to this pile of crap brought to us by Hanna-Barbera! Without a doubt, Scrappy-Doo is about the most annoying and awful character created for children (and this includes the Teletubbies as well as Tommy the Tapeworm). Whose bright idea was it to create some sort of short mutant dog and enable it to speak and then saddle the Scooby-Doo characters with it?!"
945,"This movie is one long chiche after another. First of all, though they did their share, there is a unwarranted dope scene where John sniffs weed like an idiot. The wigs and accents are terrible."
946,"I don't understand how ""2 of us"" receive such a high rating... I thought that the first half dragged on and the second half didnt make sense, followed by an unresolved climax which was not worth the trouble. However, I did like Jared Harris' performance of John Lennon which was worth the wasted 2 hours."
947,My dad is a fan of Columbo and I had always disliked the show. I always state my disdain for the show and tell him how bad it is. But he goes on watching it none the less.
948,"I don't remember the last time I reacted to a performance as emotionally as I did to Justin Timberlake's in ""Edison."" I got so emotional I wanted to scream in anguish, destroy the screen, readily accept the hopeless cries of nihilism. Timberlake is horribly miscast; in fact, casting him is like casting Andy Dick to play the lead role in ""Patton,"" or Nathan Lane to play Jesus."
949,"Normally, I have much better things to do with my time than write reviews but I was so disappointed with this movie that I spent an hour registering with IMDb just to get it off my chest. You would think a movie with names like Morgan Freeman or Kevin Spacey would be a bankable bet... well, this movie was just terrible. It is nigh on impossible to ""suspend disbelief""; I tried, really, I wanted to enjoy it but Justin Timberlake just wouldn't let me."
950,Wow. I do not think I have ever seen a movie with so many great actors that had such a pivotal role so miscast. Justin Timberlake is perhaps the single worst actor to land a bigtime role in a movie with the star power and money behind it that Edison had.
951,"That is the only question I am left with. Why did this movie suck so much when it had such a great cast? Why was the writing so bad, it left the audience completely unconnected with the characters?"
952,"i saw this movie at the toronto film festival with fairly solid expectations. the movie has a great cast and was closing at the festival so it must be good, right? how wrong i was."
953,"Three tales are told in this film, that seemed to have been shot without knowledge of this being a combined vignette film. The makers relate the three vignettes by having them all connected to shrink Martin Kove, although you never see some of the leads with Kove. The first vignette has sexy Vivian Schilling, a woman afraid of everything under the sun(she makes Adrian Monk look brave), having a paranoia laced evening at home alone."
954,"Imagine a woman alone in a house for forty five minutes in which absolutely nothing happens. Then this goes on twice more. The writing is flat and lifeless, and jokes unfunny, and the bad acting keeps you from caring about any of the characters, even when they battle wolf packs and get beaten up by fraternity goons."
955,"This movie still chills me to the bone thinking of it. This movie was not just bad as in low-budget, badly acted, etc. although it certainly WAS all of those things."
956,"This is the single worst movie I have ever seen. Let me say that again: THIS IS THE SINGLE WORST MOVIE I HAVE EVER SEEN. It had all of the ear-marks of a bad movie: continuity errors, bad writing, bad acting, bad production value, bad music."
957,"This is a horrible movie. All three stories are bracketed with a psychiatrist hypnotist line which is unnecessary and all the stories are bad. The first is about wild wolves and some lady, there are some things that don't make sense, but the hypnotism thing makes up for that."
958,"This should have been a movie about Sam and his wife, the glorious Peter Falk and equally glorious Olympia Dukakis. That would have been a movie worth seeing. Instead it's a Paul Reiser vehicle, with a little Falk thrown in."
959,"I have two good things to say about this film: the scenery is beautiful and Peter Falk gives a good performance (considering what he had to work with in terms of dialog and direction). However, that said, I found this film extremely tiresome. Watching paint dry would have been more entertaining."
960,"Did anyone else notice whenever they are in the car each time the camera takes a new angle they switch roads. Like in one scene it is a one lane residential with sidewalks, next they are on a multiple lane highway with a divider, next a two lane country road with double yellow lanes. I can understand a low budget but that was just sloppy film work."
961,"This movie could have been 15 minutes long if it weren't for all the bickering between son and father. Very predictable. Both Male ""stars"" need a good slap in the face!"
962,"Herculis Puaro is, in general, a well established 'hero' we know well from books and movies. This movie or this story don't work and i felt its not Agatha's mistake. The cast isn't good, the actors are over exaggerating and making foolish gestures, the costumes are so clean and tidy that everything (even Arab clothes) look fake and for the serious spectator who thinks twice this movie can be seen as a comedy instead of mystery drama."
963,"This series gets 2 stars solely because it puts some of Dickens' Bleak House on film and perhaps someone will read the book. Contrary to what is probably received opinion, Diana Rigg was poor as Lady Dedlock. She was clunky and wooden."
964,"Oh what a condescending movie! Set in Los Angeles, the center of the universe from the POV of Hollywood filmmakers, this movie tries to be a deep social commentary on contemporary American angst. Stereotyped, smarmy characters of widely varying socio-economic backgrounds cross paths in their everyday, humdrum lives."
965,"Why me? Why should I be subjected to such slaughter of what could have made an interesting plot?! At least if I can warn other people off, it will have been worthwhile."
966,"If there is a hell, it contains a screening room in which GRAND CANYON is playing over and over again on an eternal loop. One would hope that the presence of so many marvelous actors - Danny Glover, Alfre Woodard, Kevin Kline, Mary Louise Parker - would help make up for the presences of Mary McDonnell (whose penance is to watch her own films for all eternity)... But, no."
967,"I first didn't want to watch this film, for the trailer gave the impression of a common and too expected film...but as I recently had the pleasure to discover the surprising ""Mensonges et trahisons et plus si affinité"""" which was beautifully directed and written by Laurent Tirard (screenwriter of ""prête-moi ta main""), I changed my mind and decided to try it, thinking that ""Prête-moi ta main"", would be as good as ""mensonges..."". And it is absolutely not. The script is not bad, but it is not as well directed as ""Mensonges..."", the actors not as generous (especially Charlotte, as boring as she usually is) as Edouard Baer or Clovis Cornillac, and too be honest, I still don't understand how such crap can have such a success, even with such a casting..."
968,"This movie doesn't have an awful lot to do with it's predecessor ""Robot Jox"". This must be also the reason why its most common name is ""Robot Wars"" and not the alternate name ""Robot Jox 2: Robot Wars"". ""Robot Jox"" was basically a fun movie to watch because it had a nice premise of giant robots battling each other in the near future."
969,"There's nothing quite like watching giant robots doing battle over a desert wasteland, and Robot Wars does deliver. Sure, the acting is lousy, the dialogue is sub-par, and the characters are one-dimensional, but it has giant robots! The special effects themselves are actually quite good for the period."
970,"This film has a weak plot, weak characterization, and really weak special effects that I question why I lost valuable life by watching it. It has random characters who add nothing to the story and seem like excuses for the director to get his girlfriend in the film. The robots are sad and the main ""hero"" 'bot is turned on by a huge knife switch."
